Age,Race,Sex,Education,Weight
65 to 69 years,Black,Female,Doctoral degree,15
70 to 74 years,Black,Female,None,3
70 to 74 years,Black,Female,1st - 4th grade,4
70 to 74 years,Black,Female,5th - 6th grade,8
70 to 74 years,Black,Female,7th - 8th grade,15
70 to 74 years,Black,Female,9th grade,12
70 to 74 years,Black,Female,10th grade,38
70 to 74 years,Black,Female,11th grade2,61
70 to 74 years,Black,Female,High school graduate,264
70 to 74 years,Black,Female,"Some college, no degree",116
70 to 74 years,Black,Female,"Associate's degree, occupational",29
70 to 74 years,Black,Female,"Associate's degree, academic",53
70 to 74 years,Black,Female,Bachelor's degree,81
70 to 74 years,Black,Female,Master's degree,47
70 to 74 years,Black,Female,Professional degree,10
70 to 74 years,Black,Female,Doctoral degree,7
75 years and over,Black,Female,None,25
75 years and over,Black,Female,1st - 4th grade,13
75 years and over,Black,Female,5th - 6th grade,28
75 years and over,Black,Female,7th - 8th grade,68
75 years and over,Black,Female,9th grade,36
75 years and over,Black,Female,10th grade,57
75 years and over,Black,Female,11th grade2,90
75 years and over,Black,Female,High school graduate,422
75 years and over,Black,Female,"Some college, no degree",136
75 years and over,Black,Female,"Associate's degree, occupational",35
75 years and over,Black,Female,"Associate's degree, academic",35
75 years and over,Black,Female,Bachelor's degree,82
75 years and over,Black,Female,Master's degree,68
75 years and over,Black,Female,Professional degree,4
75 years and over,Black,Female,Doctoral degree,10
18 to 24 years,Asian,Male,None,0
18 to 24 years,Asian,Male,1st - 4th grade,8
18 to 24 years,Asian,Male,5th - 6th grade,0
18 to 24 years,Asian,Male,7th - 8th grade,0
18 to 24 years,Asian,Male,9th grade,2
18 to 24 years,Asian,Male,10th grade,11
18 to 24 years,Asian,Male,11th grade2,75
18 to 24 years,Asian,Male,High school graduate,163
18 to 24 years,Asian,Male,"Some college, no degree",388
18 to 24 years,Asian,Male,"Associate's degree, occupational",4
18 to 24 years,Asian,Male,"Associate's degree, academic",30
18 to 24 years,Asian,Male,Bachelor's degree,191
18 to 24 years,Asian,Male,Master's degree,47
18 to 24 years,Asian,Male,Professional degree,4
18 to 24 years,Asian,Male,Doctoral degree,0
25 to 29 years,Asian,Male,None,2
25 to 29 years,Asian,Male,1st - 4th grade,0
25 to 29 years,Asian,Male,5th - 6th grade,0
25 to 29 years,Asian,Male,7th - 8th grade,7
25 to 29 years,Asian,Male,9th grade,2
25 to 29 years,Asian,Male,10th grade,3
25 to 29 years,Asian,Male,11th grade2,12
25 to 29 years,Asian,Male,High school graduate,84
25 to 29 years,Asian,Male,"Some college, no degree",98
25 to 29 years,Asian,Male,"Associate's degree, occupational",14
25 to 29 years,Asian,Male,"Associate's degree, academic",38
25 to 29 years,Asian,Male,Bachelor's degree,337
25 to 29 years,Asian,Male,Master's degree,211
25 to 29 years,Asian,Male,Professional degree,24
25 to 29 years,Asian,Male,Doctoral degree,20
30 to 34 years,Asian,Male,None,0
30 to 34 years,Asian,Male,1st - 4th grade,0
30 to 34 years,Asian,Male,5th - 6th grade,0
30 to 34 years,Asian,Male,7th - 8th grade,0
30 to 34 years,Asian,Male,9th grade,4
30 to 34 years,Asian,Male,10th grade,0
30 to 34 years,Asian,Male,11th grade2,11
30 to 34 years,Asian,Male,High school graduate,108
30 to 34 years,Asian,Male,"Some college, no degree",72
30 to 34 years,Asian,Male,"Associate's degree, occupational",16
30 to 34 years,Asian,Male,"Associate's degree, academic",24
30 to 34 years,Asian,Male,Bachelor's degree,328
30 to 34 years,Asian,Male,Master's degree,177
30 to 34 years,Asian,Male,Professional degree,31
30 to 34 years,Asian,Male,Doctoral degree,54
35 to 39 years,Asian,Male,None,3
35 to 39 years,Asian,Male,1st - 4th grade,4
35 to 39 years,Asian,Male,5th - 6th grade,4
35 to 39 years,Asian,Male,7th - 8th grade,10
35 to 39 years,Asian,Male,9th grade,3
35 to 39 years,Asian,Male,10th grade,0
35 to 39 years,Asian,Male,11th grade2,5
35 to 39 years,Asian,Male,High school graduate,102
35 to 39 years,Asian,Male,"Some college, no degree",62
35 to 39 years,Asian,Male,"Associate's degree, occupational",23
35 to 39 years,Asian,Male,"Associate's degree, academic",24
35 to 39 years,Asian,Male,Bachelor's degree,268
35 to 39 years,Asian,Male,Master's degree,172
35 to 39 years,Asian,Male,Professional degree,12
35 to 39 years,Asian,Male,Doctoral degree,58
40 to 44 years,Asian,Male,None,4
40 to 44 years,Asian,Male,1st - 4th grade,6
40 to 44 years,Asian,Male,5th - 6th grade,7
40 to 44 years,Asian,Male,7th - 8th grade,10
40 to 44 years,Asian,Male,9th grade,7
40 to 44 years,Asian,Male,10th grade,2
40 to 44 years,Asian,Male,11th grade2,10
40 to 44 years,Asian,Male,High school graduate,116
40 to 44 years,Asian,Male,"Some college, no degree",46
40 to 44 years,Asian,Male,"Associate's degree, occupational",12
40 to 44 years,Asian,Male,"Associate's degree, academic",32
40 to 44 years,Asian,Male,Bachelor's degree,220
40 to 44 years,Asian,Male,Master's degree,192
40 to 44 years,Asian,Male,Professional degree,27
40 to 44 years,Asian,Male,Doctoral degree,57
45 to 49 years,Asian,Male,None,2
45 to 49 years,Asian,Male,1st - 4th grade,4
45 to 49 years,Asian,Male,5th - 6th grade,3
45 to 49 years,Asian,Male,7th - 8th grade,6
45 to 49 years,Asian,Male,9th grade,12
45 to 49 years,Asian,Male,10th grade,3
45 to 49 years,Asian,Male,11th grade2,16
45 to 49 years,Asian,Male,High school graduate,111
45 to 49 years,Asian,Male,"Some college, no degree",72
45 to 49 years,Asian,Male,"Associate's degree, occupational",22
45 to 49 years,Asian,Male,"Associate's degree, academic",34
45 to 49 years,Asian,Male,Bachelor's degree,233
45 to 49 years,Asian,Male,Master's degree,140
45 to 49 years,Asian,Male,Professional degree,16
45 to 49 years,Asian,Male,Doctoral degree,33
50 to 54 years,Asian,Male,None,6
50 to 54 years,Asian,Male,1st - 4th grade,0
50 to 54 years,Asian,Male,5th - 6th grade,5
50 to 54 years,Asian,Male,7th - 8th grade,10
50 to 54 years,Asian,Male,9th grade,0
50 to 54 years,Asian,Male,10th grade,16
50 to 54 years,Asian,Male,11th grade2,18
50 to 54 years,Asian,Male,High school graduate,115
50 to 54 years,Asian,Male,"Some college, no degree",64
50 to 54 years,Asian,Male,"Associate's degree, occupational",23
50 to 54 years,Asian,Male,"Associate's degree, academic",30
50 to 54 years,Asian,Male,Bachelor's degree,141
50 to 54 years,Asian,Male,Master's degree,94
50 to 54 years,Asian,Male,Professional degree,12
50 to 54 years,Asian,Male,Doctoral degree,45
55 to 59 years,Asian,Male,None,11
55 to 59 years,Asian,Male,1st - 4th grade,6
55 to 59 years,Asian,Male,5th - 6th grade,9
55 to 59 years,Asian,Male,7th - 8th grade,14
55 to 59 years,Asian,Male,9th grade,9
55 to 59 years,Asian,Male,10th grade,4
55 to 59 years,Asian,Male,11th grade2,7
55 to 59 years,Asian,Male,High school graduate,110
55 to 59 years,Asian,Male,"Some college, no degree",40
55 to 59 years,Asian,Male,"Associate's degree, occupational",13
55 to 59 years,Asian,Male,"Associate's degree, academic",24
55 to 59 years,Asian,Male,Bachelor's degree,126
55 to 59 years,Asian,Male,Master's degree,82
55 to 59 years,Asian,Male,Professional degree,5
55 to 59 years,Asian,Male,Doctoral degree,36
60 to 64 years,Asian,Male,None,4
60 to 64 years,Asian,Male,1st - 4th grade,2
60 to 64 years,Asian,Male,5th - 6th grade,8
60 to 64 years,Asian,Male,7th - 8th grade,6
60 to 64 years,Asian,Male,9th grade,7
60 to 64 years,Asian,Male,10th grade,3
60 to 64 years,Asian,Male,11th grade2,9
60 to 64 years,Asian,Male,High school graduate,111
60 to 64 years,Asian,Male,"Some college, no degree",53
60 to 64 years,Asian,Male,"Associate's degree, occupational",11
60 to 64 years,Asian,Male,"Associate's degree, academic",23
60 to 64 years,Asian,Male,Bachelor's degree,161
60 to 64 years,Asian,Male,Master's degree,79
60 to 64 years,Asian,Male,Professional degree,1
60 to 64 years,Asian,Male,Doctoral degree,26
65 to 69 years,Asian,Male,None,8
65 to 69 years,Asian,Male,1st - 4th grade,2
65 to 69 years,Asian,Male,5th - 6th grade,16
65 to 69 years,Asian,Male,7th - 8th grade,4
65 to 69 years,Asian,Male,9th grade,5
65 to 69 years,Asian,Male,10th grade,10
65 to 69 years,Asian,Male,11th grade2,8
65 to 69 years,Asian,Male,High school graduate,67
65 to 69 years,Asian,Male,"Some college, no degree",33
65 to 69 years,Asian,Male,"Associate's degree, occupational",8
65 to 69 years,Asian,Male,"Associate's degree, academic",16
65 to 69 years,Asian,Male,Bachelor's degree,91
65 to 69 years,Asian,Male,Master's degree,40
65 to 69 years,Asian,Male,Professional degree,11
65 to 69 years,Asian,Male,Doctoral degree,30
70 to 74 years,Asian,Male,None,0
70 to 74 years,Asian,Male,1st - 4th grade,6
70 to 74 years,Asian,Male,5th - 6th grade,3
70 to 74 years,Asian,Male,7th - 8th grade,7
70 to 74 years,Asian,Male,9th grade,0
70 to 74 years,Asian,Male,10th grade,2
70 to 74 years,Asian,Male,11th grade2,16
70 to 74 years,Asian,Male,High school graduate,65
70 to 74 years,Asian,Male,"Some college, no degree",26
70 to 74 years,Asian,Male,"Associate's degree, occupational",13
70 to 74 years,Asian,Male,"Associate's degree, academic",6
70 to 74 years,Asian,Male,Bachelor's degree,104
70 to 74 years,Asian,Male,Master's degree,44
70 to 74 years,Asian,Male,Professional degree,5
70 to 74 years,Asian,Male,Doctoral degree,29
75 years and over,Asian,Male,None,2
75 years and over,Asian,Male,1st - 4th grade,7
75 years and over,Asian,Male,5th - 6th grade,21
75 years and over,Asian,Male,7th - 8th grade,19
75 years and over,Asian,Male,9th grade,11
75 years and over,Asian,Male,10th grade,5
75 years and over,Asian,Male,11th grade2,1
75 years and over,Asian,Male,High school graduate,88
75 years and over,Asian,Male,"Some college, no degree",50
75 years and over,Asian,Male,"Associate's degree, occupational",12
75 years and over,Asian,Male,"Associate's degree, academic",10
75 years and over,Asian,Male,Bachelor's degree,94
75 years and over,Asian,Male,Master's degree,41
75 years and over,Asian,Male,Professional degree,14
75 years and over,Asian,Male,Doctoral degree,23
18 to 24 years,Asian,Female,None,5
18 to 24 years,Asian,Female,1st - 4th grade,6
18 to 24 years,Asian,Female,5th - 6th grade,1
18 to 24 years,Asian,Female,7th - 8th grade,0
18 to 24 years,Asian,Female,9th grade,6
18 to 24 years,Asian,Female,10th grade,13
18 to 24 years,Asian,Female,11th grade2,59
18 to 24 years,Asian,Female,High school graduate,139
18 to 24 years,Asian,Female,"Some college, no degree",318
18 to 24 years,Asian,Female,"Associate's degree, occupational",13
18 to 24 years,Asian,Female,"Associate's degree, academic",56
18 to 24 years,Asian,Female,Bachelor's degree,226
18 to 24 years,Asian,Female,Master's degree,49
18 to 24 years,Asian,Female,Professional degree,2
18 to 24 years,Asian,Female,Doctoral degree,0
25 to 29 years,Asian,Female,None,5
25 to 29 years,Asian,Female,1st - 4th grade,3
25 to 29 years,Asian,Female,5th - 6th grade,0
25 to 29 years,Asian,Female,7th - 8th grade,0
25 to 29 years,Asian,Female,9th grade,3
25 to 29 years,Asian,Female,10th grade,7
25 to 29 years,Asian,Female,11th grade2,7
25 to 29 years,Asian,Female,High school graduate,86
25 to 29 years,Asian,Female,"Some college, no degree",74
25 to 29 years,Asian,Female,"Associate's degree, occupational",23
25 to 29 years,Asian,Female,"Associate's degree, academic",40
25 to 29 years,Asian,Female,Bachelor's degree,374
25 to 29 years,Asian,Female,Master's degree,182
25 to 29 years,Asian,Female,Professional degree,22
25 to 29 years,Asian,Female,Doctoral degree,19
30 to 34 years,Asian,Female,None,0
30 to 34 years,Asian,Female,1st - 4th grade,2
30 to 34 years,Asian,Female,5th - 6th grade,3
30 to 34 years,Asian,Female,7th - 8th grade,2
30 to 34 years,Asian,Female,9th grade,0
30 to 34 years,Asian,Female,10th grade,10
30 to 34 years,Asian,Female,11th grade2,2
30 to 34 years,Asian,Female,High school graduate,107
30 to 34 years,Asian,Female,"Some college, no degree",54
30 to 34 years,Asian,Female,"Associate's degree, occupational",18
30 to 34 years,Asian,Female,"Associate's degree, academic",51
30 to 34 years,Asian,Female,Bachelor's degree,372
30 to 34 years,Asian,Female,Master's degree,193
30 to 34 years,Asian,Female,Professional degree,17
30 to 34 years,Asian,Female,Doctoral degree,39
35 to 39 years,Asian,Female,None,4
35 to 39 years,Asian,Female,1st - 4th grade,1
35 to 39 years,Asian,Female,5th - 6th grade,2
35 to 39 years,Asian,Female,7th - 8th grade,8
35 to 39 years,Asian,Female,9th grade,11
35 to 39 years,Asian,Female,10th grade,6
35 to 39 years,Asian,Female,11th grade2,13
35 to 39 years,Asian,Female,High school graduate,107
35 to 39 years,Asian,Female,"Some college, no degree",68
35 to 39 years,Asian,Female,"Associate's degree, occupational",22
35 to 39 years,Asian,Female,"Associate's degree, academic",38
35 to 39 years,Asian,Female,Bachelor's degree,320
35 to 39 years,Asian,Female,Master's degree,199
35 to 39 years,Asian,Female,Professional degree,34
35 to 39 years,Asian,Female,Doctoral degree,49
40 to 44 years,Asian,Female,None,2
40 to 44 years,Asian,Female,1st - 4th grade,0
40 to 44 years,Asian,Female,5th - 6th grade,2
40 to 44 years,Asian,Female,7th - 8th grade,4
40 to 44 years,Asian,Female,9th grade,5
40 to 44 years,Asian,Female,10th grade,0
40 to 44 years,Asian,Female,11th grade2,7
40 to 44 years,Asian,Female,High school graduate,124
40 to 44 years,Asian,Female,"Some college, no degree",58
40 to 44 years,Asian,Female,"Associate's degree, occupational",17
40 to 44 years,Asian,Female,"Associate's degree, academic",36
40 to 44 years,Asian,Female,Bachelor's degree,312
40 to 44 years,Asian,Female,Master's degree,153
40 to 44 years,Asian,Female,Professional degree,28
40 to 44 years,Asian,Female,Doctoral degree,45
45 to 49 years,Asian,Female,None,10
45 to 49 years,Asian,Female,1st - 4th grade,8
45 to 49 years,Asian,Female,5th - 6th grade,8
45 to 49 years,Asian,Female,7th - 8th grade,15
45 to 49 years,Asian,Female,9th grade,6
45 to 49 years,Asian,Female,10th grade,18
45 to 49 years,Asian,Female,11th grade2,15
45 to 49 years,Asian,Female,High school graduate,116
45 to 49 years,Asian,Female,"Some college, no degree",69
45 to 49 years,Asian,Female,"Associate's degree, occupational",20
45 to 49 years,Asian,Female,"Associate's degree, academic",32
45 to 49 years,Asian,Female,Bachelor's degree,288
45 to 49 years,Asian,Female,Master's degree,113
45 to 49 years,Asian,Female,Professional degree,14
45 to 49 years,Asian,Female,Doctoral degree,51
50 to 54 years,Asian,Female,None,9
50 to 54 years,Asian,Female,1st - 4th grade,4
50 to 54 years,Asian,Female,5th - 6th grade,4
50 to 54 years,Asian,Female,7th - 8th grade,11
50 to 54 years,Asian,Female,9th grade,20
50 to 54 years,Asian,Female,10th grade,11
50 to 54 years,Asian,Female,11th grade2,8
50 to 54 years,Asian,Female,High school graduate,161
50 to 54 years,Asian,Female,"Some college, no degree",48
50 to 54 years,Asian,Female,"Associate's degree, occupational",21
50 to 54 years,Asian,Female,"Associate's degree, academic",32
50 to 54 years,Asian,Female,Bachelor's degree,198
50 to 54 years,Asian,Female,Master's degree,89
50 to 54 years,Asian,Female,Professional degree,25
50 to 54 years,Asian,Female,Doctoral degree,13
55 to 59 years,Asian,Female,None,10
55 to 59 years,Asian,Female,1st - 4th grade,4
55 to 59 years,Asian,Female,5th - 6th grade,6
55 to 59 years,Asian,Female,7th - 8th grade,12
55 to 59 years,Asian,Female,9th grade,19
55 to 59 years,Asian,Female,10th grade,6
55 to 59 years,Asian,Female,11th grade2,15
55 to 59 years,Asian,Female,High school graduate,149
55 to 59 years,Asian,Female,"Some college, no degree",62
55 to 59 years,Asian,Female,"Associate's degree, occupational",19
55 to 59 years,Asian,Female,"Associate's degree, academic",27
55 to 59 years,Asian,Female,Bachelor's degree,160
55 to 59 years,Asian,Female,Master's degree,53
55 to 59 years,Asian,Female,Professional degree,10
55 to 59 years,Asian,Female,Doctoral degree,20
60 to 64 years,Asian,Female,None,23
60 to 64 years,Asian,Female,1st - 4th grade,4
60 to 64 years,Asian,Female,5th - 6th grade,13
60 to 64 years,Asian,Female,7th - 8th grade,19
60 to 64 years,Asian,Female,9th grade,15
60 to 64 years,Asian,Female,10th grade,13
60 to 64 years,Asian,Female,11th grade2,7
60 to 64 years,Asian,Female,High school graduate,136
60 to 64 years,Asian,Female,"Some college, no degree",55
60 to 64 years,Asian,Female,"Associate's degree, occupational",12
60 to 64 years,Asian,Female,"Associate's degree, academic",10
60 to 64 years,Asian,Female,Bachelor's degree,212
60 to 64 years,Asian,Female,Master's degree,71
60 to 64 years,Asian,Female,Professional degree,12
60 to 64 years,Asian,Female,Doctoral degree,16
65 to 69 years,Asian,Female,None,8
65 to 69 years,Asian,Female,1st - 4th grade,11
65 to 69 years,Asian,Female,5th - 6th grade,22
65 to 69 years,Asian,Female,7th - 8th grade,15
